GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC03_EST_VC26,HC03_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC03_EST_VC33,HC03_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC03_EST_VC34,HC03_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC03_EST_VC35,HC03_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC03_EST_VC36,HC03_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC03_EST_VC37,HC03_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC03_EST_VC38,HC03_MOE_VC38,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC03_EST_VC41,HC03_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC03_EST_VC42,HC03_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43,HC03_EST_VC43,HC03_MOE_VC43,HC01_EST_VC44,HC01_MOE_VC44,HC02_EST_VC44,HC02_MOE_VC44,HC03_EST_VC44,HC03_MOE_VC44,HC01_EST_VC47,HC01_MOE_VC47,HC02_EST_VC47,HC02_MOE_VC47,HC03_EST_VC47,HC03_MOE_VC47,HC01_EST_VC48,HC01_MOE_VC48,HC02_EST_VC48,HC02_MOE_VC48,HC03_EST_VC48,HC03_MOE_VC48,HC01_EST_VC49,HC01_MOE_VC49,HC02_EST_VC49,HC02_MOE_VC49,HC03_EST_VC49,HC03_MOE_VC49,HC01_EST_VC50,HC01_MOE_VC50,HC02_EST_VC50,HC02_MOE_VC50,HC03_EST_VC50,HC03_MOE_VC50,HC01_EST_VC51,HC01_MOE_VC51,HC02_EST_VC51,HC02_MOE_VC51,HC03_EST_VC51,HC03_MOE_VC51,HC01_EST_VC52,HC01_MOE_VC52,HC02_EST_VC52,HC02_MOE_VC52,HC03_EST_VC52,HC03_MOE_VC52,HC01_EST_VC53,HC01_MOE_VC53,HC02_EST_VC53,HC02_MOE_VC53,HC03_EST_VC53,HC03_MOE_VC53
8600000US42519,42519,ZCTA5 42519,1457,124,1457,124,27481,5209,1442,124,99.0,1.3,27632,5522,0,11,0.0,2.0,-,**,0,11,0.0,2.0,-,**,0,11,0.0,2.0,-,**,0,11,0.0,2.0,-,**,0,11,0.0,2.0,-,**,15,19,1.0,1.3,-,**,13,19,0.9,1.3,-,**,1429,125,98.1,1.7,27299,5506,23,36,1.6,2.5,-,**,330,114,22.6,7.4,44483,12922,629,131,43.2,8.0,26921,7831,475,109,32.6,7.4,20821,4813,902,123,902,123,38232,9649,248,81,27.5,7.6,52986,28082,654,103,72.5,7.6,34737,9196,605,105,67.1,11.4,40393,9825,158,71,17.5,7.6,-,**,165,71,18.3,7.2,16581,9081,40,29,4.4,3.2,56786,32686,132,94,14.6,9.4,39583,22996,50,56,5.5,5.9,53106,47436,(X),(X),(X),(X),33092,11315,(X),(X),(X),(X),31250,10548,(X),(X),(X),(X),31010,25780,(X),(X),(X),(X),92375,17559,(X),(X),(X),(X),112589,62227,(X),(X),(X),(X),-,**,358,76,39.7,7.9,18750,5095,321,105,35.6,9.4,42804,8117,144,60,16.0,6.6,55714,7298,79,69,8.8,7.5,101801,19916,555,124,555,124,16369,4369,320,106,57.7,14.3,15476,3743,289,103,52.1,14.8,15774,2764,31,38,5.6,6.7,-,**,235,96,42.3,14.3,25625,9650,160,81,28.8,13.1,23333,14448,75,62,13.5,10.7,-,**
8600000US42528,42528,ZCTA5 42528,595,100,595,100,34507,9655,581,102,97.6,3.4,34967,11086,0,11,0.0,4.9,-,**,0,11,0.0,4.9,-,**,0,11,0.0,4.9,-,**,0,11,0.0,4.9,-,**,14,20,2.4,3.4,-,**,0,11,0.0,4.9,-,**,37,31,6.2,5.3,33162,25061,558,103,93.8,5.3,36786,10760,11,17,1.8,2.8,-,**,163,69,27.4,10.0,43125,22233,252,80,42.4,10.2,37692,13105,169,53,28.4,9.2,33472,20829,436,87,436,87,42500,10179,185,63,42.4,12.2,34009,13471,251,75,57.6,12.2,45139,11214,344,78,78.9,10.9,43810,8896,171,62,39.2,11.9,34612,24137,40,26,9.2,5.8,-,**,0,11,0.0,6.6,-,**,52,48,11.9,10.4,-,**,14,20,3.2,4.6,-,**,(X),(X),(X),(X),37692,19379,(X),(X),(X),(X),80703,56374,(X),(X),(X),(X),50714,19875,(X),(X),(X),(X),25938,5908,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,115,57,26.4,12.5,21188,7765,127,63,29.1,12.0,-,**,158,67,36.2,13.1,56346,21184,36,26,8.3,6.2,66389,58075,159,60,159,60,22159,20079,84,45,52.8,19.6,30313,17202,59,40,37.1,21.0,-,**,25,28,15.7,17.3,-,**,75,42,47.2,19.6,-,**,60,44,37.7,22.4,-,**,15,19,9.4,12.0,-,**
8600000US42533,42533,ZCTA5 42533,319,66,319,66,37969,14892,299,60,93.7,7.1,38594,14900,12,22,3.8,6.7,-,**,0,11,0.0,9.0,-,**,0,11,0.0,9.0,-,**,0,11,0.0,9.0,-,**,0,11,0.0,9.0,-,**,8,12,2.5,3.8,-,**,7,10,2.2,3.2,-,**,292,59,91.5,6.9,38750,15066,4,5,1.3,1.5,-,**,95,44,29.8,11.2,46607,38247,109,36,34.2,9.7,69583,20499,111,37,34.8,9.6,27188,5799,229,56,229,56,56875,24205,81,40,35.4,13.7,-,**,148,43,64.6,13.7,58750,24410,192,50,83.8,8.6,67969,10253,66,36,28.8,13.2,68929,33801,32,21,14.0,8.4,23750,14933,13,17,5.7,7.2,-,**,5,8,2.2,3.4,-,**,2,4,0.9,1.7,-,**,(X),(X),(X),(X),43393,34776,(X),(X),(X),(X),34861,22772,(X),(X),(X),(X),77738,15812,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,33,19,14.4,8.1,16875,8917,87,38,38.0,12.8,36094,5004,78,30,34.1,12.0,76250,13804,31,25,13.5,9.8,78523,8692,90,37,90,37,25208,10878,50,25,55.6,22.1,17083,13795,48,25,53.3,21.4,16875,10376,2,3,2.2,3.5,-,**,40,28,44.4,22.1,26458,3827,29,27,32.2,23.6,-,**,11,16,12.2,17.5,-,**
8600000US42539,42539,ZCTA5 42539,3968,200,3968,200,34362,3416,3888,198,98.0,1.2,34521,3381,22,26,0.6,0.6,-,**,27,27,0.7,0.7,-,**,25,33,0.6,0.8,-,**,0,16,0.0,0.8,-,**,0,16,0.0,0.8,-,**,6,9,0.2,0.2,-,**,35,34,0.9,0.8,-,**,3860,194,97.3,1.5,34397,3373,98,69,2.5,1.7,21944,10320,1134,125,28.6,2.7,36611,5870,1499,146,37.8,3.3,37146,9502,1237,122,31.2,2.8,28750,5144,2626,254,2626,254,43606,3512,985,144,37.5,4.6,43591,3527,1641,210,62.5,4.6,43651,7620,2193,236,83.5,4.4,45168,5020,856,127,32.6,4.2,43814,3596,261,89,9.9,3.3,23341,3388,67,44,2.6,1.7,24219,6992,172,74,6.5,2.7,56250,14507,62,50,2.4,1.8,60600,20570,(X),(X),(X),(X),43487,8987,(X),(X),(X),(X),44063,9842,(X),(X),(X),(X),42717,18785,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),50313,22397,545,137,20.8,5.3,26875,7038,993,170,37.8,5.0,37580,7102,996,201,37.9,6.3,54909,11176,92,51,3.5,2.0,89091,21240,1342,209,1342,209,17361,4126,726,134,54.1,7.5,14315,1682,684,131,51.0,7.6,13926,1230,42,36,3.1,2.6,79063,44828,616,154,45.9,7.5,26346,15373,591,155,44.0,7.7,21991,14434,25,26,1.9,2.0,32232,5470
8600000US42541,42541,ZCTA5 42541,266,88,266,88,-,**,266,88,100.0,10.7,-,**,0,11,0.0,10.7,-,**,0,11,0.0,10.7,-,**,0,11,0.0,10.7,-,**,0,11,0.0,10.7,-,**,0,11,0.0,10.7,-,**,0,11,0.0,10.7,-,**,20,31,7.5,12.3,-,**,246,92,92.5,12.3,-,**,0,11,0.0,10.7,-,**,102,68,38.3,19.6,-,**,53,49,19.9,16.0,-,**,111,44,41.7,18.1,20074,7481,161,70,161,70,56131,43065,65,60,40.4,26.7,57991,2426,96,44,59.6,26.7,-,**,127,57,78.9,24.2,-,**,31,39,19.3,21.5,-,**,34,45,21.1,24.2,-,**,34,45,21.1,24.2,-,**,0,11,0.0,16.9,-,**,0,11,0.0,16.9,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,93,45,57.8,25.5,16971,13822,9,15,5.6,10.1,-,**,49,53,30.4,26.0,-,**,10,15,6.2,8.8,-,**,105,80,105,80,9323,8415,57,52,54.3,37.5,-,**,57,52,54.3,37.5,-,**,0,11,0.0,24.5,-,**,48,61,45.7,37.5,-,**,48,61,45.7,37.5,-,**,0,11,0.0,24.5,-,**
8600000US42544,42544,ZCTA5 42544,2353,208,2353,208,38513,5660,2338,210,99.4,1.1,38700,5790,15,26,0.6,1.1,-,**,0,16,0.0,1.3,-,**,0,16,0.0,1.3,-,**,0,16,0.0,1.3,-,**,0,16,0.0,1.3,-,**,0,16,0.0,1.3,-,**,0,16,0.0,1.3,-,**,2338,210,99.4,1.1,38700,5790,63,54,2.7,2.3,11853,5972,475,165,20.2,6.4,48250,19829,1120,163,47.6,6.5,50465,16046,695,129,29.5,4.8,29112,4433,1659,218,1659,218,50087,9664,497,145,30.0,7.0,56648,34632,1162,171,70.0,7.0,42167,10149,1208,194,72.8,7.3,60238,14117,340,116,20.5,5.9,84467,17112,286,114,17.2,6.5,24632,12990,139,100,8.4,5.9,"2,500-",***,165,110,9.9,6.4,-,**,18,29,1.1,1.7,-,**,(X),(X),(X),(X),38691,5598,(X),(X),(X),(X),41493,34213,(X),(X),(X),(X),84447,13457,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,418,111,25.2,6.8,37574,10578,653,208,39.4,10.6,35711,8216,391,118,23.6,6.9,57443,29121,197,125,11.9,7.1,117839,54991,694,178,694,178,19758,10079,245,94,35.3,13.2,13906,13802,232,93,33.4,13.1,-,**,13,21,1.9,3.2,-,**,449,164,64.7,13.2,22917,10041,346,144,49.9,15.0,18333,6549,103,65,14.8,8.0,72616,25029
8600000US42553,42553,ZCTA5 42553,1778,177,1778,177,39565,5922,1770,178,99.6,0.8,39420,5677,0,11,0.0,1.7,-,**,0,11,0.0,1.7,-,**,8,15,0.4,0.8,-,**,0,11,0.0,1.7,-,**,0,11,0.0,1.7,-,**,0,11,0.0,1.7,-,**,5,8,0.3,0.5,-,**,1765,178,99.3,0.8,39330,5523,71,47,4.0,2.6,36518,12083,471,113,26.5,6.0,36161,19799,784,143,44.1,6.5,49043,6772,452,99,25.4,4.8,26912,8884,1279,140,1279,140,47031,11178,556,108,43.5,7.6,41447,22300,723,134,56.5,7.6,50208,11088,964,146,75.4,7.0,58516,9351,360,107,28.1,8.3,63750,15239,165,76,12.9,5.9,24803,22305,86,61,6.7,4.7,17833,17801,150,75,11.7,5.7,-,**,110,65,8.6,5.0,-,**,(X),(X),(X),(X),42593,7970,(X),(X),(X),(X),39193,20400,(X),(X),(X),(X),85083,23103,(X),(X),(X),(X),60625,18641,(X),(X),(X),(X),42188,28077,(X),(X),(X),(X),-,**,243,64,19.0,4.6,26563,9909,403,95,31.5,6.6,35439,4377,573,116,44.8,7.4,65313,11222,60,32,4.7,2.5,105625,87016,499,117,499,117,16699,7562,279,88,55.9,11.6,12978,3976,262,82,52.5,11.2,13516,3317,17,24,3.4,4.7,-,**,220,77,44.1,11.6,32292,25200,164,74,32.9,11.9,30208,17833,56,34,11.2,7.0,46786,30951
8600000US42565,42565,ZCTA5 42565,181,67,181,67,-,**,181,67,100.0,15.2,-,**,0,11,0.0,15.2,-,**,0,11,0.0,15.2,-,**,0,11,0.0,15.2,-,**,0,11,0.0,15.2,-,**,0,11,0.0,15.2,-,**,0,11,0.0,15.2,-,**,0,11,0.0,15.2,-,**,181,67,100.0,15.2,-,**,0,11,0.0,15.2,-,**,17,19,9.4,9.4,-,**,78,50,43.1,19.4,-,**,86,40,47.5,18.9,-,**,95,53,95,53,41875,9350,17,19,17.9,18.7,-,**,78,49,82.1,18.7,43889,21209,93,53,97.9,5.2,42054,9441,17,19,17.9,18.7,-,**,2,5,2.1,5.2,-,**,0,11,0.0,26.5,-,**,0,11,0.0,26.5,-,**,0,11,0.0,26.5,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,49,44,51.6,28.4,-,**,21,19,22.1,19.0,-,**,12,14,12.6,14.8,-,**,13,16,13.7,16.7,-,**,86,40,86,40,10921,1316,59,37,68.6,23.9,10888,1050,59,37,68.6,23.9,10888,1050,0,11,0.0,28.7,-,**,27,20,31.4,23.9,-,**,20,17,23.3,20.3,-,**,7,11,8.1,13.1,-,**
8600000US42566,42566,ZCTA5 42566,243,79,243,79,-,**,236,78,97.1,7.7,53487,47094,0,11,0.0,11.6,-,**,0,11,0.0,11.6,-,**,0,11,0.0,11.6,-,**,0,11,0.0,11.6,-,**,0,11,0.0,11.6,-,**,7,19,2.9,7.7,-,**,0,11,0.0,11.6,-,**,236,78,97.1,7.7,53487,47094,0,11,0.0,11.6,-,**,67,61,27.6,22.8,53322,43239,166,75,68.3,23.0,-,**,10,15,4.1,6.0,-,**,186,74,186,74,54145,26382,114,66,61.3,23.4,54605,11873,72,49,38.7,23.4,-,**,170,71,91.4,12.6,54671,12412,105,65,56.5,24.8,54901,12905,16,24,8.6,12.6,-,**,9,15,4.8,8.3,-,**,0,11,0.0,14.9,-,**,0,11,0.0,14.9,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,52,44,28.0,22.1,"2,500-",***,64,59,34.4,28.9,61290,33532,58,60,31.2,30.4,54408,29106,12,20,6.5,10.2,-,**,57,53,57,53,-,**,0,11,0.0,37.7,-,**,0,11,0.0,37.7,-,**,0,11,0.0,37.7,-,**,57,53,100.0,37.7,-,**,57,53,100.0,37.7,-,**,0,11,0.0,37.7,-,**
8600000US42567,42567,ZCTA5 42567,2382,235,2382,235,30806,5464,2256,218,94.7,4.5,29558,3427,0,16,0.0,1.2,-,**,86,99,3.6,4.0,-,**,0,16,0.0,1.2,-,**,0,16,0.0,1.2,-,**,0,16,0.0,1.2,-,**,40,68,1.7,2.8,-,**,0,16,0.0,1.2,-,**,2256,218,94.7,4.5,29558,3427,123,98,5.2,4.0,-,**,821,207,34.5,7.3,47827,11587,829,169,34.8,6.6,29764,11817,609,124,25.6,5.0,25313,6158,1586,235,1586,235,41429,15278,667,172,42.1,8.4,49375,15767,919,183,57.9,8.4,32837,14308,1144,217,72.1,8.2,51522,6495,512,174,32.3,8.9,54385,43115,295,131,18.6,7.6,24632,5999,56,40,3.5,2.5,16932,11656,147,74,9.3,4.6,25938,10755,99,71,6.2,4.5,25868,16557,(X),(X),(X),(X),37537,12335,(X),(X),(X),(X),52712,33109,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,419,131,26.4,8.5,18613,2877,468,152,29.5,8.3,39265,12627,597,177,37.6,8.9,74886,25210,102,96,6.4,5.7,-,**,796,208,796,208,16226,8189,358,130,45.0,13.8,13000,4187,265,116,33.3,12.4,14281,4586,93,56,11.7,6.9,"2,500-",***,438,169,55.0,13.8,23605,13703,358,153,45.0,14.6,-,**,80,82,10.1,9.6,-,**
8600000US42602,42602,ZCTA5 42602,4007,214,4007,214,31130,2599,3943,218,98.4,0.9,31143,2653,0,18,0.0,0.7,-,**,0,18,0.0,0.7,-,**,12,19,0.3,0.5,-,**,0,18,0.0,0.7,-,**,29,21,0.7,0.5,-,**,23,23,0.6,0.6,16058,4468,54,24,1.3,0.6,36447,16925,3918,211,97.8,0.9,31056,2664,81,56,2.0,1.4,17198,15499,1081,153,27.0,3.2,40078,9393,1619,135,40.4,2.9,30609,5293,1226,86,30.6,2.2,25317,4915,2670,211,2670,211,37388,3944,1189,161,44.5,4.5,38967,13319,1481,157,55.5,4.5,35750,5975,2063,192,77.3,4.9,41788,7955,846,149,31.7,5.0,51042,9983,387,126,14.5,4.4,23925,3097,239,101,9.0,3.7,24639,2887,220,75,8.2,2.7,26786,14838,104,57,3.9,2.1,35114,15364,(X),(X),(X),(X),32974,5582,(X),(X),(X),(X),30417,13543,(X),(X),(X),(X),46850,9884,(X),(X),(X),(X),102000,33514,(X),(X),(X),(X),-,**,(X),(X),(X),(X),73200,60059,810,136,30.3,4.5,20413,1667,903,165,33.8,5.4,35804,3343,771,129,28.9,4.4,55050,9839,186,84,7.0,3.1,128194,8136,1337,180,1337,180,17715,3557,772,130,57.7,5.6,15650,4716,716,124,53.6,5.7,15200,4251,56,37,4.2,2.7,30357,25822,565,105,42.3,5.6,20505,4309,543,102,40.6,5.6,19886,4052,22,24,1.6,1.8,-,**
8600000US42603,42603,ZCTA5 42603,5,8,5,8,-,**,5,8,100.0,100.0,-,**,0,11,0.0,100.0,-,**,0,11,0.0,100.0,-,**,0,11,0.0,100.0,-,**,0,11,0.0,100.0,-,**,0,11,0.0,100.0,-,**,0,11,0.0,100.0,-,**,0,11,0.0,100.0,-,**,5,8,100.0,100.0,-,**,0,11,0.0,100.0,-,**,0,11,0.0,100.0,-,**,5,8,100.0,100.0,-,**,0,11,0.0,100.0,-,**,0,11,0,11,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,5,8,5,8,-,**,0,11,0.0,100.0,-,**,0,11,0.0,100.0,-,**,0,11,0.0,100.0,-,**,5,8,100.0,100.0,-,**,5,8,100.0,100.0,-,**,0,11,0.0,100.0,-,**
8600000US42629,42629,ZCTA5 42629,2087,151,2087,151,35592,8224,2036,146,97.6,1.3,34510,8605,34,24,1.6,1.1,41964,33288,0,16,0.0,1.4,-,**,4,6,0.2,0.3,-,**,0,16,0.0,1.4,-,**,8,12,0.4,0.6,-,**,5,9,0.2,0.4,-,**,69,52,3.3,2.5,-,**,1967,149,94.3,2.7,34485,7898,38,27,1.8,1.3,-,**,438,105,21.0,4.6,48782,10415,876,106,42.0,4.2,42153,14348,735,102,35.2,4.4,28359,3580,1318,133,1318,133,48850,5774,460,93,34.9,6.4,60172,14083,858,126,65.1,6.4,44052,6677,1011,117,76.7,5.3,53603,7740,287,74,21.8,5.5,73750,19831,204,60,15.5,4.2,27083,21002,102,46,7.7,3.4,12955,7882,103,60,7.8,4.3,-,**,71,57,5.4,4.2,-,**,(X),(X),(X),(X),34333,8438,(X),(X),(X),(X),62344,32064,(X),(X),(X),(X),67083,22979,(X),(X),(X),(X),49554,10245,(X),(X),(X),(X),90673,72658,(X),(X),(X),(X),-,**,432,99,32.8,6.4,24815,7720,463,79,35.1,4.7,44904,8873,349,92,26.5,6.6,78385,10260,74,41,5.6,3.0,98571,9348,769,134,769,134,20873,5190,391,101,50.8,10.4,16026,1421,373,103,48.5,10.5,15951,1347,18,20,2.3,2.7,-,**,378,106,49.2,10.4,24519,11605,359,107,46.7,10.5,23606,8295,19,17,2.5,2.3,47917,6041
8600000US42631,42631,ZCTA5 42631,97,72,97,72,-,**,97,72,100.0,26.1,-,**,0,11,0.0,26.1,-,**,0,11,0.0,26.1,-,**,0,11,0.0,26.1,-,**,0,11,0.0,26.1,-,**,0,11,0.0,26.1,-,**,0,11,0.0,26.1,-,**,0,11,0.0,26.1,-,**,97,72,100.0,26.1,-,**,64,66,66.0,52.9,-,**,0,11,0.0,26.1,-,**,0,11,0.0,26.1,-,**,33,52,34.0,52.9,-,**,97,72,97,72,-,**,39,58,40.2,55.8,-,**,58,66,59.8,55.8,-,**,72,64,74.2,36.9,-,**,39,58,40.2,55.8,-,**,25,39,25.8,36.9,-,**,0,11,0.0,26.1,-,**,0,11,0.0,26.1,-,**,0,11,0.0,26.1,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,0,11,0.0,26.1,-,**,97,72,100.0,26.1,-,**,0,11,0.0,26.1,-,**,0,11,0.0,26.1,-,**,0,11,0,11,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**,0,11,-,**,-,**
8600000US42633,42633,ZCTA5 42633,7751,344,7751,344,33563,3132,7502,342,96.8,0.8,33673,3058,114,66,1.5,0.9,28448,21660,16,27,0.2,0.4,-,**,3,6,0.0,0.1,-,**,0,21,0.0,0.4,-,**,19,32,0.2,0.4,-,**,97,50,1.3,0.6,-,**,75,61,1.0,0.8,-,**,7446,337,96.1,1.1,33721,3083,287,125,3.7,1.6,24636,2465,1918,184,24.7,2.2,45170,5787,3058,250,39.5,3.0,31891,5138,2488,224,32.1,2.5,27608,6512,4905,296,4905,296,42358,4181,1910,240,38.9,4.6,43261,9936,2995,301,61.1,4.6,41974,3745,3770,299,76.9,4.9,49509,4321,1417,192,28.9,4.1,51884,7054,729,212,14.9,4.0,23583,9445,346,146,7.1,2.9,17946,8324,406,169,8.3,3.4,21477,20946,147,103,3.0,2.1,-,**,(X),(X),(X),(X),38735,5480,(X),(X),(X),(X),50495,10311,(X),(X),(X),(X),48219,15059,(X),(X),(X),(X),46818,11982,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,1318,233,26.9,4.4,20082,5617,1741,284,35.5,5.2,38398,6944,1585,247,32.3,4.7,60174,7572,261,94,5.3,2.0,74097,40584,2846,351,2846,351,17008,1596,1547,240,54.4,6.3,15900,2259,1428,229,50.2,6.1,15239,2053,119,82,4.2,2.9,30130,5680,1299,258,45.6,6.3,21435,7776,1161,229,40.8,6.0,17016,4739,138,85,4.8,2.8,46000,12088
8600000US42634,42634,ZCTA5 42634,527,82,527,82,30547,7264,510,81,96.8,6.7,31875,5800,0,11,0.0,5.5,-,**,17,37,3.2,6.7,-,**,0,11,0.0,5.5,-,**,0,11,0.0,5.5,-,**,0,11,0.0,5.5,-,**,0,11,0.0,5.5,-,**,0,11,0.0,5.5,-,**,510,81,96.8,6.7,31875,5800,20,24,3.8,4.3,-,**,177,60,33.6,9.7,33393,4336,168,50,31.9,8.7,31667,9112,162,54,30.7,9.1,22500,15247,391,80,391,80,34179,6237,190,61,48.6,11.1,28958,13887,201,59,51.4,11.1,46450,8240,275,67,70.3,9.5,38281,11235,147,51,37.6,10.5,33125,10721,84,37,21.5,8.4,-,**,29,27,7.4,6.7,-,**,32,27,8.2,6.5,-,**,14,21,3.6,5.1,-,**,(X),(X),(X),(X),37813,27277,(X),(X),(X),(X),33571,7773,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,117,48,29.9,10.9,26705,11941,99,48,25.3,9.7,27917,15031,155,56,39.6,12.0,46250,30438,20,15,5.1,3.9,85000,18198,136,57,136,57,18241,2610,61,30,44.9,22.0,16250,7282,57,29,41.9,20.8,15795,7230,4,6,2.9,5.0,-,**,75,52,55.1,22.0,18750,1719,65,50,47.8,22.7,18750,4952,10,11,7.4,7.8,-,**
